name,confirmed,recovered,death,added_date
曲靖,13,5,-,20200216
保山,9,2,-,20200216
红河州,8,3,-,20200216
丽江,7,5,-,20200216
德宏州,5,2,-,20200216
普洱,4,1,-,20200216
楚雄州,4,1,-,20200216
文山,2,-,-,20200216
临沧,1,1,-,20200216
三亚,54,15,1,20200216
海口,33,9,-,20200216
儋州,15,2,-,20200216
万宁,13,3,-,20200216
澄迈,9,1,1,20200216
昌江黎族自治县,7,-,-,20200216
琼海,6,1,1,20200216
临高,6,3,-,20200216
陵水黎族自治县,4,-,-,20200216
东方,3,2,-,20200216
定安,3,1,1,20200216
文昌,3,1,-,20200216
保亭黎族苗族自治县,3,-,-,20200216
乐东黎族自治县,2,-,-,20200216
琼中黎族苗族自治县,1,1,-,20200216
贵阳,34,6,-,20200216
遵义,32,3,-,20200216
毕节地区,23,6,-,20200216
黔南州,17,5,-,20200216
六盘水,10,3,1,20200216
黔东南州,10,3,-,20200216
铜仁地区,10,7,-,20200216
黔西南州,4,4,-,20200216
安顺,4,-,-,20200216
晋中,35,12,-,20200216
运城,19,13,-,20200216
太原,19,6,-,20200216
大同,12,4,-,20200216
晋城,9,2,-,20200216
长治,8,-,-,20200216
朔州,7,2,-,20200216
忻州,7,-,-,20200216
吕梁,6,6,-,20200216
阳泉,4,-,-,20200216
临汾,2,1,-,20200216
宝坻区,48,9,1,20200216
河东区,14,7,-,20200216
河北区,12,7,-,20200216
和平区,6,2,-,20200216
南开区,6,1,-,20200216
北辰区,6,1,-,20200216
西青区,4,2,-,20200216
河西区,4,2,-,20200216
宁河区,4,-,-,20200216
东丽区,4,1,-,20200216
滨海新区,3,-,-,20200216
红桥区,2,2,-,20200216
武清区,2,1,-,20200216
津南区,1,-,-,20200216
外地来津人员,6,2,-,20200216
待确认,-,-,2,20200216
沈阳,28,12,-,20200216
大连,18,5,-,20200216
锦州,12,6,-,20200216
葫芦岛,11,-,1,20200216
盘锦,11,-,-,20200216
阜新,8,-,-,20200216
铁岭,7,1,-,20200216
丹东,7,4,-,20200216
朝阳,6,2,-,20200216
鞍山,4,-,-,20200216
辽阳,3,2,-,20200216
本溪,3,1,-,20200216
营口,1,1,-,20200216
兰州,35,17,2,20200216
天水,12,9,-,20200216
平凉,9,1,-,20200216
定西,9,8,-,20200216
甘南州,8,2,-,20200216
陇南,4,3,-,20200216
白银,4,1,-,20200216
临夏州,3,3,-,20200216
庆阳,3,2,-,20200216
张掖,2,2,-,20200216
金昌,1,1,-,20200216
长春,45,14,-,20200216
四平,14,4,1,20200216
辽源,7,1,-,20200216
公主岭,6,2,-,20200216
延边,5,2,-,20200216
吉林市,5,3,-,20200216
通化,3,-,-,20200216
松原,2,1,-,20200216
白城,1,-,-,20200216
梅河口,1,1,-,20200216
乌鲁木齐,23,3,-,20200216
伊犁州,16,4,-,20200216
第四师,10,-,-,20200216
第九师,4,-,-,20200216
昌吉州,4,-,-,20200216
第八师,3,1,-,20200216
吐鲁番地区,3,1,-,20200216
巴音郭楞蒙古自治州,3,-,-,20200216
第六师,2,-,-,20200216
第七师,1,1,-,20200216
阿克苏地区,1,1,-,20200216
第十二师,1,-,-,20200216
待确认,-,-,1,20200216
银川,33,20,-,20200216
吴忠,27,6,-,20200216
固原,5,2,-,20200216
中卫,3,3,-,20200216
宁东管委会,1,1,-,20200216
石嘴山,1,1,-,20200216
包头,11,-,-,20200216
鄂尔多斯,11,3,-,20200216
赤峰,9,2,-,20200216
巴彦淖尔,8,-,-,20200216
呼和浩特,7,-,-,20200216
锡林郭勒盟,6,1,-,20200216
呼伦贝尔,6,1,-,20200216
通辽,6,-,-,20200216
乌兰察布,3,-,-,20200216
乌海,2,-,-,20200216
兴安盟,1,-,-,20200216
西宁,15,9,-,20200216
海北州,3,0,-,20200216
待确认,-,4,-,20200216
拉萨,1,1,-,20200216
武汉,32392,13328,2104,20200227
孝感,1781,1622,113,20200227
黄冈,842,1952,110,20200227
荆州,667,867,45,20200227
鄂州,734,613,42,20200227
随州,577,693,37,20200227
襄阳,443,701,31,20200227
黄石,356,624,33,20200227
宜昌,503,396,30,20200227
荆门,378,508,37,20200227
咸宁,218,607,11,20200227
十堰,296,372,3,20200227
仙桃,200,356,19,20200227
天门,176,307,13,20200227
恩施,83,164,4,20200227
潜江,91,97,9,20200227
神农架林区,1,10,0,20200227
深圳,143,271,3,20200227
广州,115,230,1,20200227
珠海,36,61,1,20200227
东莞,53,43,1,20200227
佛山,48,36,-,20200227
中山,11,55,-,20200227
惠州,10,52,-,20200227
汕头,3,22,-,20200227
江门,12,11,-,20200227
湛江,8,14,-,20200227
肇庆,5,13,1,20200227
梅州,4,12,-,20200227
茂名,5,9,-,20200227
阳江,4,10,-,20200227
清远,0,12,-,20200227
韶关,3,7,-,20200227
揭阳,3,5,-,20200227
汕尾,1,4,-,20200227
潮州,1,4,-,20200227
河源,0,4,-,20200227
信阳,51,221,2,20200227
郑州,34,123,-,20200227
南阳,24,129,3,20200227
驻马店,11,128,-,20200227
商丘,7,81,3,20200227
周口,20,56,-,20200227
平顶山,8,49,1,20200227
新乡,5,49,3,20200227
安阳,9,44,-,20200227
许昌,6,33,-,20200227
漯河,8,27,-,20200227
焦作,2,29,1,20200227
洛阳,6,24,1,20200227
开封,9,17,-,20200227
鹤壁,4,15,-,20200227
濮阳,7,10,-,20200227
三门峡,0,6,1,20200227
济源,2,3,-,20200227
待确认,0,19,5,20200227
温州,149,354,1,20200227
杭州,23,146,-,20200227
宁波,23,134,-,20200227
台州,45,101,-,20200227
金华,9,46,-,20200227
嘉兴,13,32,-,20200227
绍兴,11,31,-,20200227
省十里丰监狱,33,3,-,20200227
丽水,3,14,-,20200227
衢州,3,11,-,20200227
湖州,3,7,-,20200227
舟山,4,6,-,20200227
长沙,76,164,2,20200227
岳阳,44,111,1,20200227
邵阳,11,90,1,20200227
常德,13,69,-,20200227
株洲,24,56,-,20200227
娄底,18,58,-,20200227
益阳,1,58,-,20200227
衡阳,10,38,-,20200227
永州,2,42,-,20200227
怀化,0,40,-,20200227
郴州,5,34,-,20200227
湘潭,7,29,-,20200227
湘西州,0,8,-,20200227
张家界,0,5,-,20200227
合肥,38,135,1,20200227
蚌埠,28,127,5,20200227
阜阳,43,112,-,20200227
亳州,9,99,-,20200227
安庆,4,79,-,20200227
六安,21,48,-,20200227
宿州,11,30,-,20200227
马鞍山,13,25,-,20200227
芜湖,3,30,-,20200227
铜陵,3,26,-,20200227
淮北,5,22,-,20200227
淮南,7,20,-,20200227
池州,4,13,-,20200227
滁州,4,9,-,20200227
黄山,3,6,-,20200227
宣城,2,4,-,20200227
南昌,36,193,-,20200227
新余,15,115,-,20200227
上饶,22,101,-,20200227
九江,38,80,-,20200227
宜春,11,95,-,20200227
赣州,14,61,1,20200227
抚州,11,61,-,20200227
萍乡,13,20,-,20200227
吉安,9,13,-,20200227
鹰潭,7,11,-,20200227
景德镇,3,3,-,20200227
赣江新区,0,1,-,20200227
济宁,215,43,-,20200227
青岛,17,42,1,20200227
临沂,4,45,-,20200227
济南,22,25,-,20200227
烟台,21,26,-,20200227
潍坊,20,24,-,20200227
威海,11,27,-,20200227
聊城,7,31,-,20200227
德州,20,15,2,20200227
泰安,10,23,2,20200227
淄博,11,18,1,20200227
枣庄,2,22,-,20200227
菏泽,1,17,-,20200227
日照,4,12,-,20200227
滨州,3,12,-,20200227
南京,35,58,-,20200227
苏州,28,59,-,20200227
徐州,10,69,-,20200227
淮安,16,50,-,20200227
无锡,10,45,-,20200227
常州,3,48,-,20200227
连云港,15,33,-,20200227
南通,3,37,-,20200227
泰州,5,32,-,20200227
盐城,2,25,-,20200227
扬州,6,17,-,20200227
宿迁,2,11,-,20200227
镇江,2,10,-,20200227
万州区,35,79,4,20200227
江北区,12,16,-,20200227
云阳县,4,21,-,20200227
綦江区,10,13,-,20200227
合川区,8,15,-,20200227
奉节县,9,13,-,20200227
长寿区,8,14,-,20200227
开州区,2,18,1,20200227
忠县,3,18,-,20200227
九龙坡区,8,12,1,20200227
垫江县,10,10,-,20200227
渝中区,4,16,-,20200227
潼南区,11,7,-,20200227
两江新区,5,12,-,20200227
渝北区,6,11,-,20200227
南岸区,7,8,-,20200227
石柱县,4,11,-,20200227
大足区,4,10,-,20200227
巫溪县,2,12,-,20200227
丰都县,6,4,-,20200227
巫山县,2,8,-,20200227
铜梁区,6,4,-,20200227
璧山区,1,8,-,20200227
荣昌区,3,6,-,20200227
沙坪坝区,6,3,-,20200227
大渡口区,1,6,-,20200227
巴南区,3,3,-,20200227
永川区,0,5,-,20200227
涪陵区,3,2,-,20200227
梁平区,0,4,-,20200227
江津区,0,4,-,20200227
高新区,0,4,-,20200227
城口县,0,2,-,20200227
黔江区,0,2,-,20200227
彭水县,1,1,-,20200227
武隆县,0,1,-,20200227
秀山县,0,1,-,20200227
酉阳县,1,0,-,20200227
万盛经开区,1,0,-,20200227
成都,57,83,3,20200227
甘孜州,56,18,-,20200227
达州,22,20,-,20200227
南充,16,23,-,20200227
广安,10,20,-,20200227
巴中,13,11,-,20200227
泸州,7,17,-,20200227
内江,7,15,-,20200227
绵阳,8,14,-,20200227
德阳,9,9,-,20200227
遂宁,2,15,-,20200227
攀枝花,0,16,-,20200227
凉山州,4,9,-,20200227
宜宾,2,10,-,20200227
自贡,0,9,-,20200227
眉山,2,6,-,20200227
雅安,1,6,-,20200227
广元,0,6,-,20200227
资阳,2,2,-,20200227
乐山,0,3,-,20200227
阿坝州,0,1,-,20200227
哈尔滨,139,55,4,20200227
双鸭山,20,29,3,20200227
绥化,8,35,4,20200227
鸡西,19,27,-,20200227
齐齐哈尔,14,28,1,20200227
大庆,11,14,1,20200227
七台河,5,12,-,20200227
佳木斯,0,15,-,20200227
牡丹江,5,9,-,20200227
黑河,5,9,-,20200227
鹤岗,1,4,-,20200227
大兴安岭地区,0,2,-,20200227
伊春,0,1,-,20200227
待确认,0,23,-,20200227
朝阳区,70,-,-,20200227
海淀区,62,-,-,20200227
西城区,53,-,-,20200227
丰台区,41,-,-,20200227
大兴区,23,16,-,20200227
昌平区,26,3,-,20200227
通州区,18,1,-,20200227
房山区,16,0,-,20200227
石景山区,9,5,-,20200227
东城区,12,1,-,20200227
顺义区,10,-,-,20200227
怀柔区,4,3,-,20200227
密云区,7,-,-,20200227
门头沟区,3,-,-,20200227
延庆区,1,-,-,20200227
外地来京人员,23,2,-,20200227
待确认,0,217,5,20200227
浦东新区,10,50,-,20200227
宝山区,8,13,-,20200227
闵行区,2,17,-,20200227
徐汇区,3,15,-,20200227
静安区,3,13,-,20200227
松江区,3,11,-,20200227
长宁区,0,13,-,20200227
普陀区,2,9,-,20200227
嘉定区,3,6,-,20200227
杨浦区,2,7,-,20200227
奉贤区,1,8,-,20200227
虹口区,1,6,-,20200227
黄浦区,2,4,-,20200227
青浦区,1,5,-,20200227
金山区,1,3,-,20200227
崇明区,1,3,-,20200227
外地来沪人员,22,89,-,20200227
待确认,0,4,3,20200227
唐山,21,36,1,20200227
沧州,10,35,3,20200227
张家口,8,32,-,20200227
保定,0,32,-,20200227
邯郸,2,30,-,20200227
廊坊,0,30,-,20200227
石家庄,5,24,-,20200227
邢台,0,22,1,20200227
秦皇岛,1,8,1,20200227
衡水,0,8,-,20200227
承德,0,7,-,20200227
福州,6,65,1,20200227
莆田,20,36,-,20200227
泉州,24,23,-,20200227
厦门,5,30,-,20200227
宁德,3,23,-,20200227
南平,7,13,-,20200227
漳州,5,15,-,20200227
三明,6,8,-,20200227
龙岩,0,6,-,20200227
待确认,0,7,-,20200227
南宁,13,42,-,20200227
北海,19,24,1,20200227
桂林,8,24,-,20200227
河池,22,5,1,20200227
柳州,9,15,-,20200227
防城港,11,8,-,20200227
玉林,4,7,-,20200227
来宾,11,0,-,20200227
钦州,1,7,-,20200227
贵港,4,4,-,20200227
梧州,0,5,-,20200227
贺州,0,4,-,20200227
百色,0,3,-,20200227
待确认,0,12,-,20200227
西安,24,95,1,20200227
安康,6,20,-,20200227
汉中,9,17,-,20200227
咸阳,2,15,-,20200227
渭南,6,9,-,20200227
宝鸡,1,12,-,20200227
延安,0,8,-,20200227
铜川,2,6,-,20200227
商洛,1,6,-,20200227
榆林,0,3,-,20200227
韩城,0,1,-,20200227
杨凌示范区,0,1,-,20200227
待确认,0,1,-,20200227
昆明,5,48,-,20200227
昭通,10,15,-,20200227
西双版纳傣族自治州,0,14,1,20200227
玉溪,1,12,1,20200227
大理州,1,12,-,20200227
曲靖,1,12,-,20200227
红河州,2,7,-,20200227
保山,1,8,-,20200227
丽江,0,7,-,20200227
德宏州,1,4,-,20200227
普洱,0,4,-,20200227
楚雄州,0,4,-,20200227
文山,0,2,-,20200227
临沧,0,1,-,20200227
三亚,10,43,1,20200227
海口,10,29,-,20200227
儋州,2,12,1,20200227
万宁,2,11,-,20200227
澄迈,2,6,1,20200227
昌江黎族自治县,4,3,-,20200227
琼海,1,4,1,20200227
临高,0,6,-,20200227
陵水黎族自治县,0,4,-,20200227
东方,1,2,-,20200227
定安,0,2,1,20200227
文昌,0,3,-,20200227
保亭黎族苗族自治县,2,1,-,20200227
乐东黎族自治县,0,2,-,20200227
琼中黎族苗族自治县,0,1,-,20200227
贵阳,8,27,1,20200227
遵义,13,19,-,20200227
毕节地区,8,15,-,20200227
黔南州,2,15,-,20200227
六盘水,1,8,1,20200227
黔东南州,0,10,-,20200227
铜仁地区,0,10,-,20200227
黔西南州,0,4,-,20200227
安顺,0,4,-,20200227
宝坻区,20,39,1,20200227
河东区,4,11,-,20200227
河北区,2,10,-,20200227
和平区,1,5,-,20200227
南开区,4,2,-,20200227
北辰区,3,3,-,20200227
西青区,0,4,-,20200227
河西区,0,4,-,20200227
宁河区,3,1,-,20200227
东丽区,0,4,-,20200227
滨海新区,0,3,-,20200227
红桥区,0,2,-,20200227
武清区,0,2,-,20200227
津南区,0,1,-,20200227
外地来津人员,1,5,-,20200227
待确认,0,-,2,20200227
晋中,12,25,-,20200227
太原,4,16,-,20200227
运城,1,18,-,20200227
大同,4,8,-,20200227
晋城,3,7,-,20200227
朔州,2,6,-,20200227
长治,1,7,-,20200227
忻州,2,5,-,20200227
吕梁,0,6,-,20200227
阳泉,0,4,-,20200227
临汾,0,2,-,20200227
沈阳,2,26,-,20200227
大连,7,12,-,20200227
葫芦岛,6,5,1,20200227
锦州,3,9,-,20200227
盘锦,4,7,-,20200227
阜新,2,6,-,20200227
铁岭,5,2,-,20200227
丹东,1,6,-,20200227
朝阳,3,3,-,20200227
鞍山,4,0,-,20200227
辽阳,0,3,-,20200227
本溪,0,3,-,20200227
营口,0,1,-,20200227
待确认,0,9,-,20200227
长春,12,33,-,20200227
四平,3,11,1,20200227
辽源,5,2,-,20200227
通化,4,2,-,20200227
公主岭,2,4,-,20200227
延边,0,5,-,20200227
吉林市,0,5,-,20200227
松原,0,2,-,20200227
白城,1,0,-,20200227
梅河口,0,1,-,20200227
兰州,2,32,2,20200227
天水,0,12,-,20200227
平凉,3,6,-,20200227
定西,1,8,-,20200227
甘南州,0,8,-,20200227
陇南,0,4,-,20200227
白银,1,3,-,20200227
临夏州,0,3,-,20200227
庆阳,1,2,-,20200227
张掖,0,2,-,20200227
金昌,0,1,-,20200227
乌鲁木齐,10,13,-,20200227
伊犁州,10,8,-,20200227
第四师,9,1,-,20200227
第八师,2,1,1,20200227
第九师,2,1,1,20200227
昌吉州,1,3,-,20200227
吐鲁番地区,2,1,-,20200227
巴音郭楞蒙古自治州,0,3,-,20200227
第十二师,2,1,-,20200227
第六师,2,0,-,20200227
第七师,0,1,-,20200227
阿克苏地区,0,1,-,20200227
包头,6,5,-,20200227
鄂尔多斯,2,9,-,20200227
锡林郭勒盟,7,2,-,20200227
赤峰,4,5,-,20200227
巴彦淖尔,2,6,-,20200227
呼伦贝尔,3,4,-,20200227
呼和浩特,5,2,-,20200227
通辽,5,2,-,20200227
乌兰察布,1,2,-,20200227
乌海,0,2,-,20200227
兴安盟,1,0,-,20200227
银川,2,31,-,20200227
吴忠,1,27,-,20200227
固原,0,5,-,20200227
中卫,1,3,-,20200227
宁东管委会,0,1,-,20200227
石嘴山,0,1,-,20200227
西宁,0,15,-,20200227
海北州,0,3,-,20200227
拉萨,0,1,-,20200227
武汉,42752,4219,1381,20200218
孝感,3320,523,75,20200218
黄冈,2828,941,84,20200218
荆州,1537,339,38,20200218
鄂州,1339,265,36,20200218
随州,1278,198,25,20200218
襄阳,1163,182,21,20200218
黄石,985,215,20,20200218
宜昌,904,186,24,20200218
荆门,900,143,33,20200218
咸宁,868,204,10,20200218
十堰,626,144,2,20200218
仙桃,544,121,19,20200218
天门,500,55,11,20200218
恩施,250,90,4,20200218
潜江,185,27,6,20200218
神农架林区,10,10,-,20200218
深圳,415,152,2,20200218
广州,339,132,-,20200218
珠海,97,41,-,20200218
东莞,89,19,1,20200218
佛山,84,23,-,20200218
中山,66,39,-,20200218
惠州,58,34,-,20200218
汕头,25,14,-,20200218
江门,23,5,-,20200218
湛江,22,11,-,20200218
肇庆,17,8,1,20200218
梅州,16,8,-,20200218
茂名,14,3,-,20200218
阳江,13,9,-,20200218
清远,12,7,-,20200218
韶关,10,4,-,20200218
揭阳,8,4,-,20200218
汕尾,5,3,-,20200218
潮州,5,1,-,20200218
河源,4,1,-,20200218
信阳,262,84,2,20200218
南阳,154,65,2,20200218
郑州,151,73,-,20200218
驻马店,138,72,-,20200218
商丘,91,46,2,20200218
周口,75,31,-,20200218
平顶山,58,24,1,20200218
新乡,57,21,2,20200218
安阳,51,24,-,20200218
许昌,38,11,-,20200218
漯河,34,12,-,20200218
焦作,32,7,1,20200218
洛阳,31,11,-,20200218
开封,26,8,-,20200218
鹤壁,19,5,-,20200218
濮阳,17,4,-,20200218
三门峡,7,4,-,20200218
济源,5,-,-,20200218
待确认,-,-,6,20200218
温州,503,194,-,20200218
杭州,168,81,-,20200218
宁波,156,62,-,20200218
台州,146,64,-,20200218
金华,55,26,-,20200218
嘉兴,43,13,-,20200218
绍兴,42,19,-,20200218
衢州,21,10,-,20200218
丽水,17,11,-,20200218
湖州,10,5,-,20200218
舟山,10,5,-,20200218
待确认,-,12,-,20200218
长沙,241,92,1,20200218
岳阳,154,63,1,20200218
邵阳,101,67,1,20200218
常德,79,34,-,20200218
株洲,78,35,-,20200218
娄底,76,35,-,20200218
益阳,59,30,-,20200218
衡阳,48,28,-,20200218
永州,43,28,-,20200218
怀化,40,32,-,20200218
郴州,39,26,-,20200218
湘潭,35,15,-,20200218
湘西州,8,6,-,20200218
张家界,5,5,-,20200218
合肥,171,49,1,20200218
蚌埠,158,13,5,20200218
阜阳,153,41,-,20200218
亳州,108,35,-,20200218
安庆,83,34,-,20200218
六安,68,21,-,20200218
宿州,40,14,-,20200218
马鞍山,36,12,-,20200218
芜湖,31,13,-,20200218
铜陵,28,11,-,20200218
淮北,27,10,-,20200218
淮南,25,8,-,20200218
池州,17,6,-,20200218
滁州,13,7,-,20200218
黄山,9,1,-,20200218
宣城,6,4,-,20200218
南昌,228,89,-,20200218
新余,129,44,-,20200218
上饶,123,35,-,20200218
九江,117,22,-,20200218
宜春,106,24,-,20200218
