,link,title,content
10,https://www.straitstimes.com/singapore/courts-crime/3-people-arrested-for-selling-fake-goods-at-nex-and-jurong-point-items-worth,"3 people arrested for selling fake goods at Nex and Jurong Point; items worth $239,000 seized","SINGAPORE - The police arrested two women and one man for allegedly selling counterfeit goods in raids at Nex shopping mall and Jurong Point shopping centre on Thursday (March 5).
The police said in a statement on Friday that the trio are aged between 32 and 42, and are also suspected of selling counterfeit goods on various online platforms.
Photos released by the police show that the goods seized - 3,392 pieces of trademark-infringing goods worth more than $239,000 - comprised bags, pouches and wallets.
In one photo, a corner of a room is filled to the ceiling with boxes and shelves stuffed with the fake goods wrapped in plastic.
Those found guilty of selling or distributing goods with falsely applied trademarks, and profiting at the expense of legitimate businesses and consumers in the process, can be jailed up to five years, fined up to $100,000, or both."
11,https://www.straitstimes.com/asia/se-asia/coronavirus-major-spike-in-malaysia-as-28-new-cases-recorded,Coronavirus: Major spike in Malaysia as 28 new cases recorded,"PETALING JAYA (THE STAR/ASIA NEWS NETWORK) - Twenty-eight new Covid-19 cases were recorded on Friday (March 6) in Malaysia, bringing the total number to 83.
In a tweet on Friday, the Health Ministry said of the total number, 23 patients have recovered and were discharged.
Health director-general Datuk Dr Noor Hisham Abdullah said the new cases include patients-under-investigation (PUI), close contacts and those involved in humanitarian aid missions to combat the effects of the disease.
""Among the patients are 65 Malaysians, 15 Chinese nationals, an American, a Japanese and an Italian,"" he said.
He added that the Health Ministry has also identified 956 people who came in close contact with the patients and collected test samples from them to detect the virus.
Out of this, 258 had come in close contact with Patient 26, with 18 of them testing positive.
""Seventy others tested negative but will be under quarantine for 14 days. We are waiting for the test results of the other 170 people and they have also been put under home quarantine and observation,"" he said.
He said the Health Ministry will continue with contact tracing to identify how Patient 26 was infected and prevent the illness from spreading further.
He said the ministry has also conducted Covid-19 surveillance to trace local and sporadic cases of influenza-like illnesses (ILI) and severe acute respiratory infection (Sari) as these patients have not travelled to affected countries or have any contact with any Covid-19 cases that have tested positive.
""So far, there have been no sporadic Covid-19 cases detected through this surveillance,"" he said.
Dr Noor Hisham also said the Covid-19 situation in Malaysia is at the early containment level.
""We advise the public to cooperate with the ministry's investigations in tracing anyone who came in close contact with the patients. Those identified will be contacted to help with further checks,"" he said.
Dr Noor Hisham added that under the Code of Professional Conduct under the Medical Act 1971 (Amendments 2012) and Medical Regulations, all medical practitioners must strictly ensure the confidentiality of patients’ personal and medical information.
He said that the conduct applies at all times unless the information is voluntarily revealed by the patients themselves.
""Therefore, the ministry will continue to maintain the confidentiality of patients’ personal and medical information,"" he said."
12,https://www.straitstimes.com/singapore/health/coronavirus-inevitable-that-singapore-will-see-covid-19-death-says-health-minister,"Coronavirus: Inevitable that Singapore will see Covid-19 deaths, says Health Minister Gan Kim Yong","SINGAPORE - It is inevitable that Singapore will see a fatality from the coronavirus, said Health Minister Gan Kim Yong on Friday (March 6).
Mr Gan, who co-chairs the multi-ministry task force set up to combat the spread of the virus, told a briefing that patients in the Intensive Care Unit (ICU) - seven as of Thursday - are in quite critical condition.
""So far our healthcare workers are working very hard and trying their best to support them and hopefully they can recover. But it's inevitable that at some point in time, we will see fatalities from Covid-19, as we've seen all around the world,"" he said.
Mr Gan has given a similar warning in the past. He told a briefing on Feb 12: ""While most infected patients will recover, some may become seriously ill, and a small number may succumb to the infection ultimately. We have to be prepared for the worst.""
Medical services director Kenneth Mak, who was also at Friday's briefing, said Singapore was ""fortunate"" that a number of those hospitalised were only mildly symptomatic and patients had been kept in the hospitals for long periods to ensure they are free of the virus before being discharged.
He told the briefing: ""There are some individuals in the ICU who are ill, (they) all require oxygen support, which for a large part involves the use of a ventilator. A number of these individuals have received other treatments, including the use of antiviral medications.""
While the Health Ministry does not comment on individual patients in the ICU, Case 42, a 39-year-old Bangladeshi worker hospitalised around a month ago, has yet to be discharged.
He had been in the ICU for about three weeks as of Feb 27. The Bangladesh High Commission said he had been suffering from respiratory and kidney problems and pneumonia before being infected with Covid-19."
13,https://www.straitstimes.com/world/united-states/coronavirus-confirmed-in-two-attendees-at-us-pro-israel-summit-two-health,"Coronavirus confirmed in two attendees at US pro-Israel summit, two health screeners at LAX","WASHINGTON (AFP/REUTERS) - Influential US pro-Israel lobby group AIPAC said on Friday (March 6) that two people who attended its annual Washington conference alongside dozens of lawmakers had tested positive for coronavirus.
The American Israel Public Affairs Committee said in an email to attendees, speakers and congressional offices that the pair had travelled from New York to go to the March 1-3 event.
""We have confirmed that at least two Policy Conference attendees from New York have tested positive for the Coronavirus,"" AIPAC said in the message, posted to its Twitter account.
Officials said on Friday that 22 new cases had been confirmed in New York state, mostly in a Westchester County cluster north of New York City, bringing the total to 44.
""We have continued to remain in constant communication with the Westchester County Health Department and the DC Health Department which is coordinating with the New York Health Department, and national health authorities,"" AIPAC added.
The event attracted high-profile attendees including Vice President Mike Pence, Secretary of State Mike Pompeo, Senate Majority Leader Mitch McConnell, and Democratic former White House hopeful Mike Bloomberg.
Lawmakers from all political stripes make an annual pilgrimage of sorts to AIPAC to pledge their support for the state of Israel on a grand stage.
About 18,000 people had been expected to travel from across the US to attend the conference, which typically attracts around two-thirds of the members of Congress.
Attendees swamped Capitol Hill in their hundreds during the event, as is the custom.
""If you test positive for Coronavirus, we urge you to inform your local health authorities so they can properly coordinate the response to this situation with the appropriate health authorities,"" AIPAC said.
In California, two federal health screeners at Los Angeles International Airport have tested positive for the coronavirus, according to an email sent to their colleagues today and seen by Reuters.
The Centres for Disease Control and Prevention employees were conducting secondary screenings of passengers arriving from overseas, including from China, and have been directed to self-quarantine until March 17, the email said.
""At this time, we cannot confirm where these two screeners were exposed,"" said the email, which was sent by a senior CDC official. ""Let us keep our colleagues in our thoughts during this period.""
The virus has now killed more than 3,450 people and infected more than 100,000 across 92 nations since the outbreak first emerged in China in December. Over 3,000 of those deaths have been in China."
14,https://www.straitstimes.com/world/united-states/its-pandemonium-virus-panic-buying-hits-los-angeles,'It's pandemonium': virus panic-buying hits Los Angeles,"LOS ANGELES (AFP) - Sprinting shoppers, rationed mineral water and not a roll of toilet paper to be seen: panic-buying sparked by the new coronavirus soared in Los Angeles this week.
Two days after California declared a statewide emergency, wholesale stores visited by AFP on Friday (March 6) were unable to keep up with soaring demand for a range of staple items, as citizens prepare for the worst.
""It's pandemonium - our numbers are double the usual,"" said Rene, an employee at a Costco supermarket in Burbank.
""Today has been out of control. That's why we're out of toilet paper, out of almost all water, out of hand sanitiser.""
One person has died so far in California, which as of Friday had registered 69 coronavirus cases - second in the US only to nearby Washington state.
Despite officials' pleas for restraint, Californians have begun emulating the panic-buying seen across swathes of Asia and other regions.
""It's been nuts,"" Costco CFO Richard Galanti told analysts on a call Thursday.
The same day, police in San Bernardino County, near Los Angeles, were called to one store after customers became enraged by the lack of supplies.
On Friday, Costco shoppers were restricted to two crates of water, down from four the previous day.
Several tried to ignore the rule and saw their extra waters confiscated at checkout, leading to ""some pushing, a little bit,"" an attendant said.
A worker wheeling an overloaded cart of confiscated bottles back to their shelf was repeatedly stopped by new customers grabbing what they could.
Even Costco's famous free food samples had been suspended for fear of spreading the virus, another employee confirmed.
""With the madness here, it's starting to really set in,"" said Lisa Garcia, a 30-year-old retail worker who admitted she was growing seriously worried.
""We were thinking of stocking up on paper products, but look at those empty shelves!"" she told AFP.
At another nearby branch, employees reported shoppers dashing at full pace through the doors as the store opened, desperate to grab supplies.
By midday, only expensive sparkling Perrier bottles remained, to the disappointment of several shoppers.
But some shoppers, though concerned, managed to see the lighter side of the situation.
""I'm guarded,"" said emergency responder Andrew, who did not want to give his last name, wheeling a trolley filled with water, paper towels, limes and ginger ale.
""I want to make sure we have the essentials - some mixers, some wines, you know, so if things go bad I can make a drink."" ""I'm here just in case the apocalypse is going to happen,"" joked Carlos Gonzalez, a 35-year-old student.
""I guess they've found a good way to sell a lot of stuff."""
15,https://www.straitstimes.com/world/middle-east/senior-saudi-princes-said-to-be-detained-and-accused-of-treason,Senior Saudi princes said to be detained and accused of treason,"RIYADH (BLOOMBERG) - Saudi Arabian authorities detained a brother and a nephew of Saudi King Salman Bin Abdulaziz Al Saud and accused them of treason, according to a person familiar with the matter - a move that extends a series of crackdowns on royal relatives by Crown Prince Mohammed bin Salman, the heir to the throne.
Former Crown Prince Mohammed bin Nayef, who was previously in line to be king before being sidelined, and Prince Ahmed bin Abdulaziz Al Saud - a brother of the current king - were arrested on Friday (March 6), the person familiar with the matter said. Mohammed bin Nayef's brother, Nawaf, was also detained with him during a raid on their desert camp, the person said. The news was reported earlier on Friday by the Wall Street Journal.
The Saudi embassy in Washington, DC did not immediately respond to a request for comment.
Since King Salman ascended to the throne in 2015, his now 34-year-old son Prince Mohammed bin Salman, commonly known as MBS, has consolidated power with an unprecedented offensive against potential opponents in the family, arresting other princes and removing them from key posts as he took control of ministries and major institutions. Prince Mohammed bin Nayef is his older cousin, the previous heir to the throne and interior minister before being pushed aside in 2017.
Later that year, the current crown prince embarked on the most sweeping crackdown against other royals in the kingdom's history, ordering security forces to arrest senior princes and prominent businessmen in what was declared to be a crackdown on corruption. Billionaire Prince Alwaleed bin Talal was detained at the Ritz Carlton Hotel for months, and Prince Miteb, son of the late King Abdullah, was removed from his post as head of the powerful National Guard. While they were later released, many royals - including Prince Turki bin Abdullah, another son of the former king - remain under house arrest or are banned from travelling abroad.
Still, the arrests Friday will shake the kingdom's hierarchy even further. A full brother of King Salman, Prince Ahmed, is one of the only surviving sons of Saudi Arabia's first king, and was once viewed as a potential candidate for the throne. He's also a senior member of the allegiance council, a group of royals that votes on matters of succession. In 2018, he appeared in a rare video speaking to protesters in London, stirring controversy about potential discord in the ranks of the ruling family. He later issued a clarifying statement to dismiss questions about his loyalty. In October 2018, he returned to the kingdom after a period spent abroad.
The Saudi royal family has tens of thousands of members. While many of them pledge loyalty to the current crown prince, his consolidation of power has marginalised or alienated other relatives. The recent spread of the novel coronavirus, or COVID-19, and with it the prospect of a sustained period of lower oil prices, have only intensified potential risks for the oil-dependent kingdom.
Those risks were exacerbated after Russia on Friday refused to agree to Saudi Arabia's demand to cut output and prop prices up, sending oil prices plunging more than 9 per cent, the most since 2008.
""The Saudi leadership's challenges have snowballed in recent days,"" said Ayham Kamel, head of Middle East and North Africa at the Eurasia Group consultancy. He said recent developments may have made King Salman and Crown Prince Mohammed's branch of the royal family ""more sensitive to risks of a coup,"" and ""these moves would remove the most serious obstacles to a potential change in the leadership."" The royal court told members of the allegiance council that Prince Ahmed and Prince Mohammed bin Nayef had been plotting a coup, according to the person familiar with the matter."
16,https://www.straitstimes.com/world/united-states/coronavirus-found-on-cruise-ship-as-more-us-states-report-cases,Coronavirus found on cruise ship as more US states report cases,"NEW YORK/LOS ANGELES (REUTERS) - Twenty-one people aboard a cruise ship that was barred from docking in San Francisco have tested positive for coronavirus, US officials said on Friday (March 6), as half a dozen states reported their first cases of the fast-spreading respiratory disease.
Vice-President Mike Pence, who is running the White House's response to the outbreak, said at a news conference that 19 crew members and two passengers out of 46 people tested so far on the Grand Princess ship had the virus.
He said the vessel with about 3,400 passengers and crew would be taken to a non-commercial port where everyone on board would be tested.
US President Donald Trump said he would rather have passengers remain on board the vessel, but that he would let others make the decision whether to let the passengers disembark.
""I'd rather have them stay on, personally, but I fully understand if they want to take them off,"" Trump told reporters after touring the Centres for Disease Control and Prevention (CDC) in Atlanta.
Keeping passengers quarantined aboard a coronavirus-hit ship proved to be a disastrous strategy in Japan, leading to one of the world's biggest outbreaks.
Trump earlier signed a bill that will provide US$8.3 billion (S$11.4 billion)to bolster the country's capacity to test for coronavirus and fund other measures to stem an outbreak that has now killed 15 Americans.
On Friday, six states - Pennsylvania, Indiana, Minnesota, Kentucky, Oklahoma and Nebraska - reported their first cases, bringing the total to 25 states that now have the virus.
Word of the new cases capped a week during which the virus began to disrupt daily life for many Americans.
In Seattle, the epicentre of the nation's outbreak, there were school closures and orders to work from home. In Miami and Baltimore, areas less affected by the outbreak, music festivals and sporting events were cancelled or curtailed as a precaution.
In the most high profile cancellation, the South by Southwest (SXSW) music and tech festival in Austin, Texas was called off on Friday.
As stocks plunge and US companies grapple with the economic fallout, the Trump administration is also weighing tax relief for the deeply affected cruise, travel and airline industries, according to a source familiar with the plan.
There are currently no approved vaccines or treatments for the respiratory illness, which emerged in China and has spread to more than 90 nations, killing more than 3,400 people and infecting more than 100,000 worldwide.
Americans are sharply divided over the dangers of the new coronavirus, according to a Reuters/Ipsos poll.
Critics of Trump, including Democratic lawmakers, have accused the president of downplaying the significance of the outbreak for political reasons. He has said the risk to Americans is low.
A union representing tens of thousands of US government employees on Friday called on the Trump administration to take the coronavirus seriously for federal workers, especially those working in areas directly impacted by the outbreak.
Washington's King County has been the hardest hit area in the United States with at least a dozen of the nation's 15 coronavirus deaths, several of whom were people living at a nursing facility in the Seattle suburb of Kirkland.
The University of Washington announced on Friday that all classes would be held virtually for the rest of the winter term to limit contagion.
Apple on Friday asked staff at its Silicon Valley headquarters to work from home if possible as a""precaution."" Gap closed its New York headquarters because one employee had tested positive.
In Florida, Miami officials cancelled two music festivals on Friday - Ultra and Calle Ocho - because of potential risk that coronavirus could spread at events that bring large crowds into close proximity.
For similar reasons, the NCAA Division III men's basketball tournament will go ahead at Johns Hopkins University in Baltimore this weekend but without spectators, the university said on Friday.
The crisis has hit stocks hard. The benchmark S&P 500 closed down another 1.7 per cent on Friday, after falling nearly 3 per cent the day before.
As new states report their first cases, others watched their tally grow. Cases in New York jumped to 44 from 22, Governor Andrew Cuomo said on Friday, adding that some 4,000 people in the state were under precautionary quarantine and 44 under mandatory quarantine.
But he also tried to stem any sense of panic by the public.""I think the anxiety and the fear is more of a problem than the virus,"" Cuomo said.
Health and Human Services Secretary Alex Azar, who was present at Trump's bill signing, said the CDC had already sent tests for 75,000 people to public health labs around the country, amid widespread criticism of not enough tests available for states in need.
Azar said a private contractor was working with the CDC to send kits capable of testing 400,000 people to private hospitals and labs nationwide.
""The production and shipping of tests that we've talked about all week is completely on schedule,"" Azar said.
Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, acknowledged issues that slowed distribution of coronavirus tests, but said the overall response was going well.
""There were certainly some missteps in the beginning,"" he told NBC's Today programme. ""In the next couple of weeks we should be ratcheted up to get many more out."""
17,https://www.straitstimes.com/asia/east-asia/south-korea-confirms-174-new-coronavirus-cases-bringing-total-to-6767,"South Korea confirms 174 new coronavirus cases, bringing total to 6,767","SEOUL (REUTERS) - South Korea on Saturday (March 7) reported 174 additional coronavirus cases from late Friday, taking the national tally to 6,767, the Korea Centres for Disease and Control and Prevention (KCDC) said.
The death toll remained unchanged at 44 from late Friday, the KCDC added.
South Korea said on Friday that it would suspend visas and visa waivers for Japan in response to Tokyo's own travel restrictions on South Koreans, as fears over the spreading coronavirus rekindled a feud between the neighbours dating back to before World War II.
South Korea's curbs, which take effect on Monday, also include special entry procedures for non-Japanese foreigners arriving from Japan, Vice-Foreign Minister Cho Sei-young told a briefing.
At present, Japanese can visit South Korea for 90 days without a visa.
Seoul had earlier summoned the Japanese envoy to protest against Japan's decision to quarantine South Korean visitors for two weeks.
Japan is among almost 100 countries to impose curbs on travellers from South Korea, which has suffered 44 deaths and 6,593 infections in the biggest outbreak outside China, where the virus emerged late last year.
The number of cases in Japan grew to 1,112 on Friday, with 55 new infections reported from Yamaguchi prefecture, according to the national broadcaster NHK.
Thirteen of the new cases were people who visited a live music venue in Osaka or their family members, NHK said.
Japan has barred visitors altogether from highly affected areas in South Korea and ordered two weeks' quarantine for others.
""If the Japanese government does not withdraw its decision ... we cannot help but devise necessary countermeasures, including reciprocal measures,"" South Korean Foreign Minister Kang Kyung-wha told Japanese Ambassador Koji Tomita.
Japanese Health Minister Katsunobu Kato told reporters in Tokyo that the instructions, which also apply to visitors from China, would take the form of a request for them to stay in their hotels.
Seoul has also protested to Southeast Asian neighbours Singapore and Vietnam over similar curbs."
18,https://www.straitstimes.com/world/europe/coronavirus-italy-reports-49-more-deaths-total-fatalities-at-197,"Coronavirus: Italy reports 49 more deaths, total fatalities at 197","ROME (AFP) - Italy on Friday (March 6) reported 49 more deaths from the new coronavirus, the highest single-day toll to date, bringing the total number of fatalities over the past two weeks to 197.
The total is the second-highest in the world after China. Italy also saw its number of Covid-19 infections grow by 778 to 4,636, the fourth highest after China, South Korea and Iran.
The Italian government has been watching closely to see if the cases are spreading from the richer north, where infections had largely been contained during the first 10 days of the epidemic.
All 22 Italian regions have now registered cases, and one new death was reported Friday in the Lazio region that includes Rome and its outskirts.
But there were no new deaths reported in the south, which recorded its first and only fatality in the southeastern region of Puglia around the city of Bari on Wednesday.
The number of people receiving intensive care grew to 462 from 351 on Thursday."
19,https://www.straitstimes.com/asia/east-asia/nut-rage-heiress-leads-coup-to-overthrow-younger-ceo-brother,Korean Air's 'nut rage' heiress leads coup to overthrow younger CEO brother,"SEOUL (BLOOMBERG) - After earning global infamy in what became known as the ""nut rage"" incident, heiress Heather Cho is poised for another fateful turn as she helps engineer a shareholder revolt against her brother atop one of South Korea's biggest conglomerates.
The former executive, who threw a tantrum and ordered a steward off a Korean Air Lines flight after she was served nuts in a bag rather than a bowl, is seeking to wrest control of the group that includes the carrier and a suite of hotel and logistics businesses.
Ms Heather Cho's alliance has demanded that the empire's leadership, including brother Walter Cho, 44, be replaced by ""professional managers"".
The sibling rivalry has spilled across the local press for months since Ms  Cho, 45, lent her support and voting rights to an alliance that includes an activist fund, which happens to be the biggest shareholder in the flagship Hanjin Kal.
The rebel shareholders have pushed for Mr Cho's removal as a board member, a seat that's up for a vote March 27.
Yet rather than undermine investor confidence in Hanjin Kal, the family feud has sparked a rally in the shares as Mr Cho has signalled he will go along with some activist demands that he sell non-core assets like hotels.
Also, Delta Air Lines has increased its stake, strengthening the alliance against Ms Cho.
Hanjin stock has almost tripled over the past 12 months and rose to a record on March 4.
The shares have rallied 67 per cent since Feb 20, even as the coronavirus crisis has been slamming aviation and tourism companies.
The dispute over who should run the Hanjin Group has helped boost the value of the Korea Corporate Governance Improvement (KCGI) fund's stake to about US$739 million (S$1.01 billion) as of Thursday (March 5), an early reward to the cornerstone of Ms Cho's alliance.
Still, the revolt has sent a signal that pressure for governance reforms hasn't been gaining traction, said Mr Park Ju-gun, president of corporate governance researcher CEOScore.
One takeaway is that the push towards greater respect for minority shareholder rights at chaebols - as family-run conglomerates are called in South Korea - has stalled, Mr Park said.
""If KCGI stayed on course and went on its own, then this could have been a signal of more reforms to come,"" he said.
""By joining hands with Heather Cho, the alliance has lost a lot of sincerity about wanting reforms.""
Mr Cho's office referred requests for comment to Hanjin Group, which declined to comment.
The lawyer representing Ms Cho said her stance on the group's management is the same as that of the alliance, which has a good chance of seeing its proposals approved at the shareholders' meeting later this month.
Like other chaebols, Hanjin Group succeeded for decades in keeping its sibling rivalries out of the news.
What went on within the family was held close, even as the late patriarch Cho Yang-ho, who succeeded his father as head of the group in 2003, faced embezzlement allegations that were unresolved at the time of his death.
Now, Ms  Cho's mutiny against Mr Cho could help the push for women's empowerment in a country that ranked last among OECD nations in gender pay equality.
South Korea also came in last in percentage of women on corporate boards among 30 countries, according to an Institutional Shareholder Services (ISS) report.
Female representation was 2.3 per cent on boards in South Korea, ""where hermetically sealed, family-contained chaebols run a significant number of companies, and traditional attitudes around gender roles run strong"", ISS wrote in the report.
A 2018 report by Deloitte showed the country with 2.4 per cent female directors, the lowest other than Saudi Arabia and Qatar.
While Ms Heather Cho's challenge to her brother's leadership is a first for a female at a major chaebol, it is less surprising that she is behind it.
Along with the reputation for anger mismanagement, she has a history of getting her way.
The alliance she helped form controlled almost 32 per cent of Hanjin Kal voting rights, just shy of the 33.45 per cent held by younger brother, Mr Cho, and his group, which as of December included their mother, sister Emily Cho and Delta.
Voting at the shareholder meeting later this month will be based on stakes registered as of December, according to Hanjin Kal.
Ms Cho, along with the KCGI and Bando, a builder that held an 8.2 per cent stake, have demanded that Mr Cho be replaced with an established executive like former SK Telecom chief executive officer Kim Shin-bae.
Mr Cho has been at the group's helm since last year, inheriting the post after his father's death in April.
In some ways, his rise through the group's executive ranks was parallel to his older sister's advance.
As her role at the group grew, the Cornell University graduate with an MBA from the University of Southern California took charge over matters large and small.
While overseeing the growing business, she led an update of Korean Air Lines in-flight meals, including development of an award-winning noodle dish and a redesign of crew uniforms that won positive reviews.
Like other high-ranking daughters in corporate dynasties, Ms  Cho is looked up to by South Korean women, said Mr Lee Seung-hyun, an associate researcher at the Korea Women's Development Institute in Seoul.
""Heather Cho was seen as a role model, although she had that unfortunate incident.""
While Ms Cho has yet to live down the ""nut rage"" label, her siblings also have been accused of meltdowns worthy of a television drama.
Younger sister Emily Cho was pushed out of her job as a Korean Air Lines vice-president after allegations that she threw water in the face of an advertising agency worker during a business meeting.
About two months ago, Mr Cho apologised for smashing a vase at his mother's home on Christmas Day 2019 during an argument over the company's leadership and his older sister's role.
His mother, Mrs Lee Myung-hee, has apologised for the incident and joined the brother's alliance against Ms Cho, KCGI and Bando.
""It's known that Heather was more capable than her other two siblings,"" said Mr Lee of the Korea Women's Development Institute.
That assessment is shared by Mr Park of CEOScore.
""It's quite sad to see this happen to Heather, given that she was the better of the three siblings,"" Mr Park said. ""Heather is the first heiress from a top South Korean conglomerate to challenge management and try to take over.""
With the coronavirus crisis bearing down on the global airline and hotel industries, Ms Cho's alliance would need to show more detailed plans to win over smaller investors, said analyst Um Kyung-a of Shinyoung Securities in Seoul.
The rebel alliance ""hasn't really made any proposals that would appeal to investors to take their side"", she said.
For its part, KCGI reiterated that it wants professional management for the group and has made recommendations for candidates to the board.
Through a spokesman, KCGI also said that Ms Cho herself does not plan to take a management role.
""It's like watching a comedy,"" Mr Park said. ""This has shown that whatever they have previously said, greed was the purpose of all this."""
20,https://www.straitstimes.com/asia/se-asia/thais-clarify-quarantine-orders-for-visitors-from-high-risk-areas,Thais clarify quarantine orders for visitors from high-risk areas,"Thailand's tourism authority yesterday issued a recommendation for visitors from four high-risk countries to postpone their travel to the kingdom.
Citing a separate announcement in the Royal Gazette designating China (including Hong Kong and Macau), South Korea, Italy and Iran as ""Disease Infected Zones of the Coronavirus Disease 2019"", it said: ""The Tourism Authority of Thailand (TAT) would like to recommend travellers from these territories that if the travellers feel these measures will be inconvenient for travelling in Thailand, they may consider postponing travel to another period and await further advice from Thailand's Ministry of Public Health regarding the health measures involved.""
The statement helped clarify confusion this week over Thailand's quarantine measures. There had been conflicting statements from the authorities in recent days about which countries were affected and whether a quarantine was mandatory for travellers.
Thailand's Health Ministry had also said yesterday that those arriving in the country from coronavirus-hit places, including Singapore, do not have to quarantine themselves.
Countries on the Health Ministry's watchlist include China, South Korea, Italy and Iran, as well as other countries such as Switzerland, the Netherlands, the United States and Spain.
The ministry said that while a two-week self-quarantine was not compulsory, it was recommended.
""We haven't yet enforced the law to quarantine everyone except for the Thai workers returning from South Korea,"" Dr Thanarak Phaliphat, deputy director of the Disease Control Department, told a news briefing.
The announcement came one day after the Royal Gazette published the list of ""Disease Infected Zones of the Coronavirus Disease 2019"" in order to prevent and control the outbreak effectively.
Dr Thanarak said yesterday that visitors from these six places will be required to report to the Health Ministry.
""What we will proceed with in the next day or two is to require everyone coming from (these places) to report their symptoms daily through the Health Ministry's channels,"" he added. These communication channels include an app and the ministry's hotline number.
Dr Thanarak did not say how these reporting requirements would be enforced.
Thailand draws about 40 million tourists a year. However, the coronavirus outbreak has severely affected these numbers. The Tourism Authority of Thailand confirmed on Thursday that the country could see a loss of six million visitors this year, reported Agence France-Presse.
There were 48 confirmed virus cases in Thailand as of yesterday, with the latest case being a British man who travelled from London and transited in Hong Kong. There has been one death: A 35-year-old Thai retail worker.
Meanwhile, the local health authorities are bracing themselves for the return of thousands of undocumented Thai workers from South Korea, which has the highest number of coronavirus cases outside China at more than 6,500."
21,https://www.straitstimes.com/singapore/health/no-evidence-yet-that-different-virus-types-could-affect-severity-of-condition,No evidence yet that different virus 'types' could affect severity of condition,"As viruses are not static but prone to mutation, it is no surprise that there are subtle variations in the coronavirus causing Covid-19, Associate Professor Kenneth Mak, director of medical services at the Ministry of Health (MOH), said yesterday.
""This is naturally due to mutations and how the virus evolves,"" he said.
But as the biological behaviour of the different strains is still being studied, it is not yet clear whether any of the virus subtypes are more aggressive, more virulent or behave differently, said Prof Mak.
He was responding to questions from the media at a news conference on a recent study by Chinese scientists who found that two types of the coronavirus - L and S types - appeared to exist.
The researchers said in their study, which was published on Tuesday in the scientific journal National Science Review, that the L type appears to be more aggressive and spread more quickly than the other.
Prof Mak noted that the Chinese study was done at the time when only 103 genomes of the virus were available on an international database. There are now 184 sequenced genomes, he said.
He added: ""We continue to look at this carefully and await more information from our scientific colleagues, researchers, who are actively involved in studies on the natural behaviour of the virus, as well as for ways to treat this infection.""
Dr Sebastian Maurer-Stroh, deputy executive director for research at the Agency for Science, Technology and Research's Bioinformatics Institute, who is among the scientists studying the evolution of the virus, said that as more sequences are being uploaded onto the database, ""the data, not surprisingly, shows that the two variants they singled out are just two of many highly similar versions of the same virus"".
Dr Maurer-Stroh said: ""But importantly, and this was a weakness of the study, there is no known association or hard evidence for changes of severity for any of these variants.""
The study did not seek to analyse if the types of viruses identified had different properties, he said, but added that this was unlikely.
""It is important to note that the difference between these groups is minimal... and most variants by far are not linked to changes in severity, but could be neutral or even bad for the virus, making it weaker,"" Dr Maurer-Stroh told The Straits Times.
He said the differences between the two ""types"" can be likened to comparing two cars of identical type and colour, just with different licence plates.
""That licence plate helps you find out where the car was registered but not how fast it can go,"" he said, adding that more data is needed to determine the latter.
A virus' unique genome serves as a ""fingerprint"" to distinguish it from other viruses.
By comparing the genome of the virus causing Covid-19 with that of related viruses, scientists could identify parts of the genetic code that were unique to the virus, known as Sars-CoV-2.
These differences allowed scientists to develop a diagnostic test that will enable clinicians to diagnose patients with the virus.
The test works by flagging the unique parts of the viral genome in a process known as polymerase chain reaction.
Asked if the emergence of the different strains of the virus would affect the effectiveness of the diagnostic test kits, Prof Mak said that this does not appear to be the case.
""So far, the variations in the genetic make-up are in the areas that do not affect the testing of the virus,"" he said, noting that such tests are developed to be as sensitive and as specific as possible.
""(The tests are developed) by looking at common sites that are easily identifiable and not significantly prone to mutations, so even if the virus changes its make-up over time, the test will still remain sensitive,"" said Prof Mak.
But the tests will continue to be validated with samples from infected patients so as to ensure that they remain a valuable tool for diagnosis, he added.
The coronavirus is currently thought to spread mainly through respiratory droplets.
Outside a living host, such as a human, a virus cannot replicate and is generally not considered a living thing.
Prof Mak said the greatest concern for infection would be in the first few hours after a droplet lands on a surface, although the exact time may depend on the surrounding environmental conditions.
""Once the droplet dries up, the virus would not last very long outside that protective environment,"" he said.
The Straits Times had earlier reported that the structure of a virus has to remain intact for it to start infecting a host.
Various measures, such as exposing the virus to heat or through the use of disinfectants, break its structure, rendering it impotent and unable to infect anyone.
For instance, if a respiratory droplet lands in an open area in the hot sun and that droplet evaporates quickly, the exposed virus would not last very long, Prof Mak said.
""But in other settings, that droplet may, in fact, last for longer periods on the surface,"" he added.
During yesterday's news conference, a new SG Clean Taskforce was also announced.
To be headed by Minister for the Environment and Water Resources Masagos Zulkifli and comprising representatives from various ministries, it was set up to raise hygiene standards at a national level."
22,https://www.straitstimes.com/opinion/malaysias-3m-dilemma,"Mahathir, Muhyiddin and Malay dominance: Malaysia's '3M' dilemma",
23,https://www.straitstimes.com/asia/se-asia/mca-hopes-to-moderate-new-malaysian-govt-but-doubts-remain-over-support-from-chinese,Malaysian Chinese Association hopes to moderate new govt but doubts remain over support from Chinese,"KUALA LUMPUR - The Malaysian Chinese Association (MCA) aims to play the role of check and balance within the new Perikatan Nasional (PN) government by blunting extremism in the alliance, a senior party official said.
It hopes this will help the party revive its fortunes after years of plunging Chinese support that saw the Barisan Nasional (BN) component party nearly wiped out in the 2018 general election."
