title,company,JD,link,location,date
Technical Business Analyst - 2 to 3 years experience,Grass Roots,"  We are currently recruiting for a Business Analyst to join our Project Operations and Technology team to gather and document requirements, to configure Grass Roots platforms and to manage technical project delivery within budget, quality and time parameters.    Within this pivotal role, you will be responsible for fully gathering customer requirements in order to complete the business analysis and solution design phases of a project.  You will then both configure technology frameworks yourself and/or brief developers and manage through to delivery including managing UAT.   You’ll also support applications that are in operation. As part of your role in a dynamic and fast-moving company you’ll have extensive contact with internal and external clients so must relish communicating.   Key Tasks of the role Assist customers in defining and understanding their requirements Creates professional, role-relevant documents against appropriate processes and standards (including wireframes, use-cases, project control documents, business designs, process diagrams, context maps, data schemas, test plans and test strategies) Support sales by recommending options, proposals and pricing Configures Grass Roots technology solutions and products to client requirements Develops expert knowledge of Grass Roots products and platforms Works on new projects, change requests and support / maintenance Creates full and complete technology responses to internal and external briefs Ensures that all technology requirements are gathered and documented effectively by leading requirements design sessions/workshops Briefs development teams and / or third-parties to co-ordinate the delivery of project work (verbally and in writing) Ensures the quality of solutions by managing, executing and assisting with testing – including preparing test strategies, plans and cases Manages project delivery proactively within budget, quality and time parameters Communicates on project progress with internal and external stakeholders Provides orientation and training to end users for systems Develops recommendations to address existing and potential issues in systems in the organization Represents technology with internal and external customers on project delivery matters Reviews and analyses the effectiveness and efficiency of existing systems and develop strategies for improving or further leveraging these systems Performs cost-benefit and return on investment analyses for proposed systems to aid management in making implementation decisions   Experience and Qualification Educated to degree level or similar (Computer related degree) Strong business analyst background with a focus on technology Knowledge of web based systems architecture (Java and JEE a distinct advantage) Highly advantageous to have been a web or client server systems developer Ability to write advanced SQL queries using Microsoft SQL Server 2008 or similar Highly advantageous to have worked in technical pre-sales in a product environment Highly advantageous to have a professional services background Commercial experience of front-end web development including HTML, Javascript and CSS advantageous Excellent communication skills Significant experience of meeting facilitation Significant experience of leading small projects and managing using industry standard project management tools and controls Experience of the full requirements lifecycle (i.e. elicitation, documentation, specification) Sustained years commercial experience of using UML (specifically documenting use cases) Skilled in writing complex specification documents (including process flows & wireframes) Experience of a range of methodologies and SDLCs Strong analytical skills with an ability to use a logical approach to problem solving Prior experience of working with offshore delivery teams a distinct advantage Driven, enthusiastic character with a passion and desire to learn Team player who enjoys working in a busy environment For this role we are looking at candidates between $5,000 and $6,999 per month and would not be interested in engaging agencies. ONLY CANDIDATES BASED IN SINGAPORE WILL BE CONSIDERED FOR THIS ROLE",https://sg.linkedin.com/jobs2/view/78876662?trk=jserp_job_details_text,Singapore,"Aug 18, 2015"
Applications Support Analyst (Corporate Technology & Risk...,JPMorgan Chase & Co.,"Description   Corporate Technology & Risk - Application Support Analyst   This is a Level 1 Application Support Analyst role within the Corporate Technology Application Operate team. The role provides day-to-day production application support and also continually analyses the end-to-end service to identify opportunities that increase production application resiliency through process and tool improvements.  The Corporate Technology Application Operate global team will provide support to approximately 500 applications across the following towers:   CCT Corporate Compliance Technology   CFT Corporate Functions Technology   CST Control Systems Technology   EAA Enterprise Access Administration   GIAM Global Identity & Access Management   HRT Human Resources Technology   TOC Tech Ops and Controls    Objectives    Develop and maintain effective relationships with application and technology stakeholders   Maintain and enhance application resiliency through disciplined production control practices including proactive monitoring and alerting, issue management and process improvement   Attain an extensive and practical understanding of all CTR application monitoring platforms used across PM production environment   Identify opportunities to improve service capabilities across the application suite   Establish standards, processes and protocols for onboarding applications to Level 1   Responsibilities    Work as part of the L1 team to deliver against core business objectives and the target operating model   Reporting directly to the regional L1 Manager, provide day-to-day application support within the production environment to a standard that meets or exceeds Operational Level Agreements.   Assist with the transition of production application support tasks from other towers into the L1 Team in order to realize increased service optimization through economies of scale.   Assist with the on-boarding of new application production application support tasks from our technology partners into to the L1 Team in order to realize increased service optimization through economies of scale.   Establish level 1 procedures, and differentiate requests which come into level1 by managing stakeholder expectations, and streamline request to reach target operate model   Continually analyze service metrics to identify production resiliency improvement opportunities and present findings to technology stakeholders to discuss, agree and implement solutions.   Fully participate in the support roster to ensure adequate business support coverage   Initially the global team will provide 24x5 on-site support   In the short term the global team will move to provide 24x7 on-site 365 days per year   Route tickets to correct supporting teams queues.   Follow level 1 operating model for tasks driven work and escalation procedures.   Able to collate data, identify trends, technical issues and communicate to stakeholders on impact of problems and route to technology partners.  Qualifications  Qualifications: Technology degree education level  Skills and Knowledge Required   Must be able to multi-task in a complex production environment and quickly acquire broad knowledge of CTR tools, platforms and working practices   Strong communication skills both written and verbal able to work with remote teams, and across multiple timezones.   Self starter with confidence to drive issues through to completion in highly pressured environment   Solid investigation and analysis skills in order to recommend value-add solutions in problem focus areas.   Good knowledge of tools used in incident management, problem management and change management process.   Strong problem solving skills, with ability to drill down to issues, identify and conceptualize problems with limited information across platforms, and extrapolate to improvement areas.   Flexible with work approach to accommodate demands of working within different timezones, regions and remote teams.   Ability to learn scripting/programming language as platform standardization takes place.   Accountable and passionate in driving high quality outcomes.   Able to work in a diverse team, to build capability, knowledge and drive excellence for Level 1 function.   Knowledge of testing principles in assessing changes and failure scenarios.   Multi-disciplined technology skills encompassing some or all    Enterprise Monitoring and Alerting Tools, e.g. ITRS Geneos, Nagios, Foglight, etc   Enterprise Job Scheduling Tools, e.g. Control-M, AutoSys, etc   Linux/Unix skills (Shell Scripting preferred but not essential)   Web services, IIS, Apache   Database skills, including fundamental understanding of SQL and Stored Procedures   Windows O/S server   Essential Experience    4 years practical work experience in a time-critical, distributed and application support environment, ideally with a financial institution.   Data analysis with SQL, Excel, basic VBA macro, pivot tables and charting.   Experienced working within ITIL process: incident management, problem management and change management processes.   Experienced working in production environments with defined procedures, risks and controls.",https://sg.linkedin.com/jobs2/view/68373514?trk=jserp_job_details_text,SG-01-Singapore,"Aug 18, 2015"
Principal Trade Analyst,IHS,"IHS Maritime - Enabling maritime professionals to track live ship positions, identify merchant and military ships, contact ship owners, operators and managers, plan a port call with ease and receive insights for profitable, efficient, safe and compliant shipping. This role is focused on providing expert input into the development of new forecasting models on the dry bulk shipping market and leading the development of analysis and products in this space. With a background in maritime economics and trade, you will use subject matter expertise and econometric models to analyze data and answer complex questions related to the supply of ships and balance of trade utilising IHS Maritime's Capacity Forecast, World Trade Service and other products. You should be passionate about trade, finding and using data to deliver analysis that has a practical business application for customers. General Job Duties: You will be a key member of the Maritime Research & Analysis team working closely with Analysts at all levels. As such, you will: Work with the Advanced Analytics team as the subject matter expert on the dry bulk shipping market advising on the development of freight rate forecasting and asset valuation models Lead go-to-market activity on launch of new subscription products based on the forecasting models Develop customer contacts in the market. Help establish IHS as a thought leader on trade flows and cost of trade forecasting Support the rest of the R&A team's deliverables with relevant data and expert input where required Contribute to consultancy projects where required As we strive to create a rigorous culture that balances experimentation and getting it right, we have high standards of execution. We require someone who can: Learn different software platforms easily, experience of data presentation packages such as Tableau an advantage Create meaningful analyses that tell a story focused on the drawing together of data and expertise Remain detail-oriented while working across a wide variety of projects",https://sg.linkedin.com/jobs2/view/68378447?trk=jserp_job_details_text,Singapore,"Aug 18, 2015"
OT Anti Money Laundering (AML) Operations Senior Analyst,Citi,"DescriptionAML Operations mitigates money laundering and terrorist financing risks for Citi and its customers in the global marketplace. It uses skilled analysts, state-of-the-art technology and globally standard policies and procedures to ensure effective monitoring and reporting of suspicious activities.Key ResponsibilitiesAnalysing alerts and investigating transactional activities to detect any suspicions of money laundering or terrorist financing activityInvestigates and performs 1st level analysis to detect any suspicions of money laundering or terrorist financing activityConduct searches, gather data and record evidence from Citi internal systems, the internet, commercial databases and enquiry with business or Compliance contacts within CitiAccumulate facts from investigations to be utilized in presentation to Senior AnalystDraft and raise Additional Information Request (AIR) Conduct enhanced due diligence investigations in support of policies and proceduresReporting unusual client activities which might relate to money laundering or terrorist financing Reviewing Analysts’ recommendations for further enquiry, escalation or closure Conduct alert investigations using global standard policies, procedures and tools, aimed at meeting internal and external regulatory requirementsOperate within agreed business SLAs and confidentiality standardsApply or adapt knowledge (obtained from training) of any imposed sanctions(s) or laws/regulation(s) to the task at handSkills And QualificationHolds a recognized University degree in Banking / Finance / BusinessStrong verbal and written communication and presentation skillMinimal work experience required in Operations environment, willing to learn attitudeKnowledge of AML laws and regulationsDemonstrated ability to perform detailed analysis of raw data based on policy and work instructionsComputer literacy with advanced knowledge in Microsoft Excel and PowerPoint Proficient in Windows applications, and Internet and commercial database searchesStrong sense of accountability and work ethicPrimary Location: Singapore,Singapore,SingaporeEducation: Bachelor's DegreeJob Function: OperationsTravel Time: NoJob ID: 15059917",https://sg.linkedin.com/jobs2/view/78843589?trk=jserp_job_details_text,"Singapore, SG","Aug 18, 2015"
Analyst,Emerio Technologies Pvt Ltd.,Good understanding and working experience with ASP.Net and SQL server (any edition). Aware on the fundamentals of SQL Server scripting. Good understanding on the fundamentals of database design and schemas. Should be good with writing / debugging / optimizing the Stored Procedures. Should have prior experience in supporting applications OR keenness to perform support functions. Good understanding of SDLC methodology. Desired profile: Should have good knowledge in the following criteria .Net Dotnet ASP.Net - Intermediate Microsoft SQL Intermediate,https://sg.linkedin.com/jobs2/view/79077077?trk=jserp_job_details_text,"Singapore, SG","Aug 18, 2015"
Business Analyst AML,Emerio Technologies Pvt Ltd.,"Ability to write FRD/BRD with background in Oracle database & Unix Should have been cross sector engagements with other groups such as Corporate banking & provide complete support across various business units. Experience Required: 4+ years of relevant banking experience as a Business Analyst AML with experience in SIT, UAT Support. Mantas Knowledge will be a plus.",https://sg.linkedin.com/jobs2/view/79077059?trk=jserp_job_details_text,"Singapore, SG","Aug 18, 2015"
Decision Support Analyst - Pacific BI and Decision ...,Apple,"The Business Analyst is responsible for the Business Intelligence and Reporting requirements for the management and business users in Pacific Operations organization. The Analyst needs to help identify and analyze business issues by combining business acumen, process expertise and deep understanding of available data. She/he must be able to deliver a solution in timely manner and communicate across to management and various stakeholders.The analyst will design and maintain standard/ad-hoc reporting and automation requests. She/he will provide the expertise, gather data from different sources and use various reporting tools and scripts to meet the user requirements. The Business Analyst should possess as well as maintain a high degree of knowledge on data sources and relationships.The Analyst should be able to lead and participate in cross-functional teams to address business needs and/or system issues. She/he must be skilled at documenting, presenting research and analytical results, as well as documenting and managing complex business processes.Key Qualifications5-7 years experienceExtensive experience in reporting, data mining, data integration and ad hoc analysisExperience with Business Objects, TABLEAU, SQL, EXCELExperience with SAP/BW preferredBasic programming knowledge/experience preferredFamiliar with Supply Chain/Operations environment preferred Apple script knowledge would be an advantageExcellent data analysis and presentation skills Excellent attention-to-detail, ability to compile and validate large amounts of data while maintaining a very high degree of accuracy Excellent communication and comprehension skills Ability to operate in a fast paced, rapidly changing environment Business Acumen and ability to rapidly understand complex business process Excellent problem solving skills: ability to analyze and resolve complex problems in a structured and logical manner Excellent/Advanced Excel skills Ability to comprehensively understand data elements, sources and relationships Self-motivated individual able to function effectively when working independently or in a teamStrong Project Management experienceDescriptionSupport Data analytics component of critical business processes (Executive Reporting, Business Review, Special Events, Capital Projects)Develop and manage daily/weekly/monthly/quarterly critical reporting and automationsDevelop ad hoc reporting and automations upon requestDevelop and implement new reports and analytical tools based on business requirementsIssue resolution (analysis and corrective actions involving data or business process issues)Proactively identify opportunities to use reporting to better support business management and/or improve efficiency of toolsDocument and maintain information related to key operational processesDevelop, gather, write and or contribute to documentation and materials needed for process improvementParticipate in Data/Analytics project and propose enhancements (Data Capture/Integration, Architecture or harmonization)EducationDegree in Business Administration/IT/Data Management/Process Re-engineering preferre",https://sg.linkedin.com/jobs2/view/63842407?trk=jserp_job_details_text,Singapore -Singapore,"Aug 17, 2015"
Analyst Platform Solutions,MediaMath,"Overview MediaMath empowers the online marketing professional with technology and services that enable advertisers and their agencies to make more efficient, effective and profitable marketing decisions across display, social, video, and mobile media. TerminalOne, MediaMath’s enterprise-class software platform, has driven breakthrough results for dozens of agencies, hundreds of the world’s leading brands, on thousands of worldwide campaigns. The Platform Solutions teams regionally are the primary owners of the client relationship — responsible for a client’s strategy, satisfaction and growth with the TerminalOne technology. MediaMath is currently seeking a highly qualified Analyst of Platform Solutions with exceptional analytical and communication skills to handle MediaMath’s client accounts.  This person is a power user of the TerminalOne platform, consulting with clients on how to best achieve and exceed their objectives. In this critical role, the Analyst will be responsible for supporting clients in the design, launch, and overall management and optimization of campaigns running through TerminalOne, becoming the trusted “go to person” for all partners associated with active campaigns and making sure day-to-day relationship communications and project details are executed flawlessly.   This will consist mainly of client-facing information discovery, translation of learnings to strategic and tactical recommendations, campaign execution and optimization, active client training on campaign best practices, and problem solving ResponsibilitiesAssist in guiding clients to execute and oversee day-to-day yield management across all campaigns and supply sources, including performance monitoring, identifying and implementing enhancements, issue identification and escalation Monitor and manage all aspects of top tier client performance, actively teaching clients how to best drive their business goals via the TerminalOne technology. Establish a consistent and collaborative MediaMath presence and act as the primary point of contact for assigned clients; escalate, track and solve client issues Become resident expert at using TerminalOne, MediaMath’s media trading platform Provide inputs and thought leadership around campaign design, including requirements for success and optimal use of TerminalOne to achieve client goals Partner with clients to understand end clients’ business goals, marketing objectives, and competitive constraints Assist in the design and champion innovative, sophisticated strategies and media tactics that uniquely deliver against end-client goals and enable agency partners to deliver exceptional value to their clients Internal reporting to team regarding marketplace learnings and client requests to inform product development Build upon internal KnowledgeBase of TerminalOne best practices Assist in on-site and remote client strategy and status meetings Understanding the online media marketplace: who is our competition: what is their approach and value proposition? Contribute to weekly, monthly, and annual client insights and strategy reports Other responsibilities, as may be required, such as: conference attendance, industry event attendance, and other substantive activities as we may decide.QualificationsBachelor’s degree; (Preferably in quantitative discipline Mathematics, Economics, Engineering, Statistics, Physics, etc.) 1-3 years of experience in online advertising account management, marketing consulting and/or brand management or yield optimization Strong communication skills; personable; charismatic Experience with marketing campaign design, campaign management, and analysis preferred Knowledge of the online media business and underlying technology and research.  Strong analytical skills. Must be comfortable with MS Excel, data analysis, and internet technologies. Effective time management skills – ability to prioritize and meet deadlines. Diligent work ethic. Must be self-motivated and able to take the initiative to get the job done Excellent listening, negotiation, presentation, written and verbal communication skills Strong consultative sales skills, personable, charismatic Comfortable working in a fast-paced, demanding, and fun entrepreneurial environment Must be able to travel 20-40% of the time",https://sg.linkedin.com/jobs2/view/78805878?trk=jserp_job_details_text,"Singapore, SG","Aug 17, 2015"
Operations Support Analyst,Apple,"Listing InfoThe Call Center Operations Support Analyst is responsible for providing accurate and actionable data and analysis to the Apple Online Store (AOS) business in its goal to provide Apple customers with an industry-leading, world-class experience. In particular, the analyst assesses ongoing operations support, new program effectiveness, and evaluates contact center performance.The candidate must be highly analytical, detail-oriented, technically savvy, and should possess a broad understanding of business goals and a keen ability to determine the precise meaning of data and its potential impact to the business. The candidate must possess excellent communication skills, and be comfortable presenting to all levels of executives. Critical and creative thinking are essential. The ideal candidate will also have experience in a contact center environment, working independently while supporting the Call Centre Operations (CCO) team.DescriptionThe candidate will perform and develop strategic analysis to help support AOS business goals. Producing data-driven analysis to solve business problems and engage in business initiatives to ensure the impact of changes will be measurable. Monitor service levels and contact center volumes to make recommendations for real-time queue management. Represents Apple to outsource partners through daily communications. Responsible for escalating and tracking contact center-impacting events such as system outages, access issues and volume changes. Interfaces with multiple groups (IS&T, Apple Store Ops, Contact Center Management, SAP Support) to ensure AOS contact center meets daily and interval goals.Education DetailsBachelor's DegreeKey QualificationsStrong analytical skills and intuition.Broad-minded, with scrupulous attention to detail.Understanding of statistical measures.Ability to manage multiple tasks concurrently, including complex projects.Outstanding communication skills, both verbal and written.A strong academic record and 5+ years of experience (or an advanced degree).Contact center experience preferredWorking knowledge of eWFM, CMS/CME and CCPulse systems a plusWorking knowledge of chat platforms systems a plus day work week which may fall on non-standard business hours on weekends to support business operations",https://sg.linkedin.com/jobs2/view/78710381?trk=jserp_job_details_text,"Singapore, SG","Aug 17, 2015"
Decision Support Analyst - Pacific BI and Decision ...,Apple,"The Business Analyst is responsible for the Business Intelligence and Reporting requirements for the management and business users in Pacific Operations organization. The Analyst needs to help identify and analyze business issues by combining business acumen, process expertise and deep understanding of available data. She/he must be able to deliver a solution in timely manner and communicate across to management and various stakeholders.The analyst will design and maintain standard/ad-hoc reporting and automation requests. She/he will provide the expertise, gather data from different sources and use various reporting tools and scripts to meet the user requirements. The Business Analyst should possess as well as maintain a high degree of knowledge on data sources and relationships.The Analyst should be able to lead and participate in cross-functional teams to address business needs and/or system issues. She/he must be skilled at documenting, presenting research and analytical results, as well as documenting and managing complex business processes.Key Qualifications5-7 years experienceExtensive experience in reporting, data mining, data integration and ad hoc analysisExperience with Business Objects, TABLEAU, SQL, EXCELExperience with SAP/BW preferredBasic programming knowledge/experience preferredFamiliar with Supply Chain/Operations environment preferred Apple script knowledge would be an advantageExcellent data analysis and presentation skills Excellent attention-to-detail, ability to compile and validate large amounts of data while maintaining a very high degree of accuracy Excellent communication and comprehension skills Ability to operate in a fast paced, rapidly changing environment Business Acumen and ability to rapidly understand complex business process Excellent problem solving skills: ability to analyze and resolve complex problems in a structured and logical manner Excellent/Advanced Excel skills Ability to comprehensively understand data elements, sources and relationships Self-motivated individual able to function effectively when working independently or in a teamStrong Project Management experienceDescriptionSupport Data analytics component of critical business processes (Executive Reporting, Business Review, Special Events, Capital Projects)Develop and manage daily/weekly/monthly/quarterly critical reporting and automationsDevelop ad hoc reporting and automations upon requestDevelop and implement new reports and analytical tools based on business requirementsIssue resolution (analysis and corrective actions involving data or business process issues)Proactively identify opportunities to use reporting to better support business management and/or improve efficiency of toolsDocument and maintain information related to key operational processesDevelop, gather, write and or contribute to documentation and materials needed for process improvementParticipate in Data/Analytics project and propose enhancements (Data Capture/Integration, Architecture or harmonization)EducationDegree in Business Administration/IT/Data Management/Process Re-engineering preferre",https://sg.linkedin.com/jobs2/view/63842407?trk=jserp_job_details_text,Singapore -Singapore,"Aug 17, 2015"
Channel Marketing Analyst,CA Technologies,"This position is responsible for providing support to a channel marketing organization and may include campaign reporting, administration of the marketing budget, scheduled and ad hoc analysis/reporting of partner business, tracking of specialized partner investments, and general support duties.Key Responsibilities: •	Provide reporting and analysis of marketing campaigns. Pull together data on costs, inquiries created, and pipeline generated using Saleforce.com and general spreadsheet models to evaluate marketing campaign effectiveness. •	Work closely with Partner Account Manager and support them with the execution and roll out activities •	Act as the financial administrator/manager of the marketing budget for partner activities •	Analyze progress made in growth of partner business/revenues as related to marketing efforts •	Take responsibility for tracking specialized and pilot partner programs •	Take responsibility for list development and acquisition to support marketing campaigns. •	Provide general support as determined by management",https://sg.linkedin.com/jobs2/view/68340886?trk=jserp_job_details_text,Singapore,"Aug 17, 2015"
"Technology, Prime Services Technology, Client Technology ...",Goldman Sachs,"Client Technology Solutions Analysts work directly with external clients to install and integrate Goldman Sachs developed Prime Services Technology applications with systems at the client site such as reconciliation's and the ability to electronically report trade instructions to Goldman Sachs. They also provide technical consulting and systems support to all existing institutional and hedge fund clients through a high-end Client Technology Solutions team. This position offers an excellent opportunity for someone with relevant technical skills and background to work directly with external clients while interacting with our business unit on a daily basis. Principal Responsibilities • Analyst will own, solve and support internal and external client technical issues as they pertain to the Futures and Prime Brokerage businesses. • Analyst will participate as the Technology lead in Client on-boarding processes. • Collaboration with various business and technology groups to deploy proprietary client solutions. • Regular data analysis of client activity and positions with regard to reconciliation and client trade feeds. • Blend technical and business knowledge with communication skill to bridge the gap between business and various technology groups. • Interact with internal and external groups to provide the best technical solution and support for clients. Basic Qualification:•2+ years direct client support experience •2+ years analytical and problem solving skills •Excellent verbal and written communication skills. •Strong client relationship management stills. •Strong time management and organizational skills. •Strong business analysis skills. •Strong team player yet simultaneously able to work on independent initiatives •Highly motivated with the ability to maintain momentum on many different work-streams simultaneously under pressure. •Strong Excel skillsPreferred Skills:•Knowledge of Financial Markets/Clearing specifically in the derivatives area an advantage •Knowledge/experience in Prime Brokerage business or technology preferred •Sybase SQL or equivalent •Perl, Python and/or UNIX scripting experience. Goldman Sachs is an equal opportunity employer. © The Goldman Sachs Group, Inc., 2014. All rights reserved.",https://sg.linkedin.com/jobs2/view/68335974?trk=jserp_job_details_text,Singapore,"Aug 17, 2015"
Business Analyst (Corporate - Trade Finance),OCBC Bank,"Job Description:• Engagement with business, capture business requirements accurately, comprehensively and without ambiguity, facilitate traceability and in harmony with existing system functionality• Play a consultant role to business in coming with multiple options for solutions and initiatives• Coordinate internal/business review and get business signoff for the project cost, plan, specifications etc• Be the bridge between business and Delivery team during all phases of SDLC• Know market intelligence, regulatory requirements for trade finance businessKey Roles and Responsibilities:• To engage business managers and end users to understand requirements• Elicit requirements, prioritise and analyse requests, design business processes, workflows and user interfaces, review of functional specifications and data mapping templates• Perform specific cross-asset class analysis on in scope countries to aid decision-making on the most appropriate solution, for e.g. entities in scope, unique identifiers etc• Work with Delivery and Project Office as well as other internal IT departments, IS and vendor organizations to design optimal solutions, ensure requirements are transformed into effective solutions, within cost and schedules and quality adhering to the bank’s standards, guidelines and policies• Involve in high level technical design/implementation discussions and contribute from business perspective• Prepare / review test scenarios and test cases, support test utility team for SIT, support user for UAT and other related activities to ensure business needs are met• Ensure gaps in deliverables are identified early and addressed effectively• Ensure Business stakeholders' expectations are met• Collaborate with Application / Service Owners as the Process Management counterpart in the management of service• Provide thought leadership within own area of responsibility and BA profession within the bank• Champion the bank's compliance policies, banking secrecy / data privacy• Monitor / keep on top of legislative and regulatory reporting requirements in all in-scope countries• Provide SME support to extended IT teams such as EDW by articulating requirements• Provide support to architecture committee and project teams to ensure that target operating models are progressing in line with the preferred strategic architecture / chosen architectures• Prepare and deliver selective analysis presentations to aid decision-making by governance forums and facilitate sessions when required• Attend working group calls, operating committee meetings and other relevant meetings when required• Other similar support activities as requiredQualificationsRequirements:• 5 years of relevant business analysis experience in financial services environment• Strong business knowledge of Trade Finance including Letter of Credit, Bank Guarantees, Standby Credits, Collections, Trade Financing, Participation Loans, Supply Chain, Factoring, Fund Transfers, Forex Payments, Accounting and SWIFT• Strong analytical skills with the ability to assimilate information quickly and gain consensus from multiple stakeholders when required• Good oral and written communication skills, including documentation and presentation skills• Comfortable communicating across business divisions and levels of seniority• Strong team player with the ability to take ownership and deliver independently• Able to work under pressure with tight deadlines and/or multiple projects• Strong interpersonal skills required to liaise with other subject matter experts to problem solving issues or generating ideas• Experience and ability to work in a culturally diverse and geographically distributed team• Experience in negotiation and conflict resolution• Possess initiative, drive and excellent attention to detail• Good cross product knowledge• Understanding of technology and development lifecycle• Experience in tools such as Visio, Powerpoint, Excel, SQL• Familiar with object-oriented architectural concepts• Familiar with database concepts, specifically Oracle",https://sg.linkedin.com/jobs2/view/63855721?trk=jserp_job_details_text,Singapore,"Aug 17, 2015"
AP Digital Sales Manager – IBM Cloud Data Services ...,IBM,"IBM’s Analytics organization is looking for a manager of inside sales and market development professionals in its new digital sales team. The Cloud Data Services & Watson Analytics mission is to provide the best experience for developers with a comprehensive set of rich, integrated cloud data services covering content, data and analytics. Initially, this will include a focus on IBM Cloudant (operational NoSQL database-as-a-service for web & mobile applications), dashDB (enterprise data warehouse-as-a-service) & Watson analytics. Coverage and responsibility for new data services will expand rapidly.The Digital Sales First Line Manager (DS FLM) will be responsible on managing a centralized team of digital sales reps (DSRs) based in Singapore, who are focused on driving awareness, initiating sales opportunities, and often closing business for IBM’s Cloud Data Services and Watson Analytics offerings across Asia Pacific (ASEAN, India/ South Asia, Korea & Australia/New Zealand).The DSRs are responsible for interacting with inbound leads from the Cloud Data Services & Watson Analytics digital marketplace, proactive outbound prospecting, and effectively managing all lead channels. This position will have a direct impact on our success by providing qualifying prospects from lead status into the sales pipeline and also securing wins individually. The DS FLM will ensure the success of this team by setting the strategy and establishing a supporting ecosystem for the DSRs to develop business from both inbound leads and their own hunting. It is critical to be able to work in a cross-functional environment and coordinate resources and needs across marketing, sales, product management, etc.In this role, it is essential that you are a driven sales leader with Software-as-a-Service (SaaS) acumen and who demonstrates sales & management instincts. Key Responsibilities:•Develop and execute a management system of a new and growing team of digital inside sellers•Work closely with marketing, sales management, and offering management to ensure a supportive ecosystem for the digital sellers to thrive and be successful in driving traffic to Cloud Data Services & Watson Analytics websites and awareness of the offerings•Manage and drive sales blitzes, specific campaigns, and other outbound sales efforts•Develop and maintain a system of continuous education for the team•Run and manage sales cadences that focus on core metrics include adoption of our data services (multi-tenant users), new identified leads, leads added to sales pipeline, etc.•Engage and coordinate necessary resources (ie. Marketing, Technical Sales, Field Sales, Product Management, etc) to progress and close deals•Ensure the business (lead management &sales activity) is tracked through the sales Customer Relationship Management (CRM) system•Assist marketing and sales management develop use case materials•Engage with Product Management to provide feedback on customer reaction to offerings•Gather market information including competitor activity, and report to management/product lineKey Attributes:•True self starter – this sales team is different than the traditional IBM inside sales team•Articulate and confident in communication skills•Ability to build and manage a new team in a dynamic and fast-paced environment•Commitment to stay current with SaaS, cloud data services, and industry/sector trends•Ability to articulate, define and execute creative strategies to grow the Cloud Data Services business and reach new markets to include developer communitiesRequired: •Bachelor’s Degree in information technology or business•At least 4 years experience in an inside sales or business development management position•Knowledge in inside sales process, social selling and lead progression•English: FluentPreferred: •MBA or other master’s degree•At least 1 year experience in SaaS / Cloud sales organization  Required  Bachelor's Degree  At least 4 years experience in an inside sales or business development management position  At least 1 year experience in SaaS / Cloud sales organization  At least 4 years experience in inside sales process, social selling and lead progression  English: Fluent  IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",https://sg.linkedin.com/jobs2/view/57768764?trk=jserp_job_details_text,Singapore,"Aug 17, 2015"
OT Anti Money Laundering (AML) Operations Senior Analyst,Citi,"DescriptionAML Operations mitigates money laundering and terrorist financing risks for Citi and its customers in the global marketplace. It uses skilled analysts, state-of-the-art technology and globally standard policies and procedures to ensure effective monitoring and reporting of suspicious activities.Key ResponsibilitiesAnalysing alerts and investigating transactional activities to detect any suspicions of money laundering or terrorist financing activityInvestigates and performs 1st level analysis to detect any suspicions of money laundering or terrorist financing activityConduct searches, gather data and record evidence from Citi internal systems, the internet, commercial databases and enquiry with business or Compliance contacts within CitiAccumulate facts from investigations to be utilized in presentation to Senior AnalystDraft and raise Additional Information Request (AIR) Conduct enhanced due diligence investigations in support of policies and proceduresReporting unusual client activities which might relate to money laundering or terrorist financing Reviewing Analysts’ recommendations for further enquiry, escalation or closure Conduct alert investigations using global standard policies, procedures and tools, aimed at meeting internal and external regulatory requirementsOperate within agreed business SLAs and confidentiality standardsApply or adapt knowledge (obtained from training) of any imposed sanctions(s) or laws/regulation(s) to the task at handSkills And QualificationHolds a recognized University degree in Banking / Finance / BusinessStrong verbal and written communication and presentation skillMinimal work experience required in Operations environment, willing to learn attitudeKnowledge of AML laws and regulationsDemonstrated ability to perform detailed analysis of raw data based on policy and work instructionsComputer literacy with advanced knowledge in Microsoft Excel and PowerPoint Proficient in Windows applications, and Internet and commercial database searchesStrong sense of accountability and work ethicPrimary Location: Singapore,Singapore,SingaporeEducation: Bachelor's DegreeJob Function: OperationsTravel Time: NoJob ID: 15059917",https://sg.linkedin.com/jobs2/view/78843589?trk=jserp_job_details_text,"Singapore, SG","Aug 18, 2015"
Analyst,Emerio Technologies Pvt Ltd.,Good understanding and working experience with ASP.Net and SQL server (any edition). Aware on the fundamentals of SQL Server scripting. Good understanding on the fundamentals of database design and schemas. Should be good with writing / debugging / optimizing the Stored Procedures. Should have prior experience in supporting applications OR keenness to perform support functions. Good understanding of SDLC methodology. Desired profile: Should have good knowledge in the following criteria .Net Dotnet ASP.Net - Intermediate Microsoft SQL Intermediate,https://sg.linkedin.com/jobs2/view/79077077?trk=jserp_job_details_text,"Singapore, SG","Aug 18, 2015"
